ID	text
18905	   Supporting Our Schools, Students, and Educators No child should have to worry about where their next meal will come from after school. In the 117th Congress, I introduced the Afterschool Meals Act, which would allow schools to provide healthy meals during afterschool programs to students already served by the National School Lunch Program. As the foundation of our education system, teachers shape the futures of our children, students, and communities
12673	" In order to make meaningful progress, we need to make sure that all of the stakeholders have a seat at the table, and that everyone has a voice in repairing our beautiful estuary. If we don't receive ""buy-in"" from all active partners, we can never achieve the goal of a robust environment that our children will be able to appreciate. This does mean that other upstream states whose waters flow into the Bay must also do their part, and the federal government is a logical choice to make sure that happens"
10301	I fully supported the rewrite of the Elementary and Secondary Education Act (ESEA), reversing the misguided No Child Left Behind Act, as a bipartisan effort to aid underfunded schools and provide support to teachers by giving states and districts a bigger voice in local education. I voted in favor of the Every Student Succeeds Act (ESSA) in 2015 to ensure comprehensive education for students and adults alike. I introduced an amendment into the ESSA to promote adult literacy and financial literacy across America
23224	" I also welcome the administration's implementation of the E-Verify+ program—an important step toward protecting American jobs by helping employers verify work authorization more effectively. I support the reinstatement of proven policies like ""Remain in Mexico"" and will give serious consideration to making E-Verify mandatory nationwide. We must also strengthen our asylum processes to reduce fraud while ensuring that those truly in need receive protection"
14037	6894 - No Energy Revenues for Russian Hostilities Act03/01/2022 – Cosponsor: H.R.2718 - Maximum Pressure Act02/28/2022 – Cosponsor: H
7278	 My Grandpa Chavez gained his American citizenship by serving in World War II. I served 12 years in the Army - including a combat deployment to the Middle East - the Colorado Army National Guard as a UH-60 Black Hawk helicopter pilot, and as an Arvada police officer. Military:After serving in the War on Terror, I strongly believe we can be doing more to strengthen our military
12364	 I have also brought federal funding back to Kansas for local green space initiatives like the 6th St. Bike Boulevard and Heritage Trail Connection, the Sumner Area Green Corridor, and the Klamm Park Trail. Additionally, I voted to pass new tax breaks so Kansans can save money when buying electric vehicles and upgrading the energy efficiency of their homes
6172	"""We are supportive of and grateful for the work being done in Congress by Congresswoman Boebert… For more than thirty years, the Upper Colorado and San Juan Recovery Programs have served as a national model for collaboratively working to recover endangered species while protecting the water needs of growing communities in Colorado and throughout the Upper Colorado River Basin."" – Andy Mueller, General Manager of the Colorado River DistrictMy Trust the Science Act, which delists the gray wolf from the Endangered Species List and allows state management of this species to protect farmers and ranchers’ livestock, passed the House as part of the Interior Appropriations Bill and also passed the House of Representatives as a standalone bill with bipartisan support.""She’s doing what’s right for her constituents…She’s doing what’s right for the environment"
20635	 Modernizing the locks would create jobs and spur growth in the region and stimulate economic activity throughout the supply chain. In addition to the economic benefits, modernizing the locks on the Upper Ohio River also has significant environmental advantages as well.The entity to receive funding for this project is the U
2815	 As all 73 million baby boomers approach retirement age by 2030, Congressman DeSaulnier is focused on making sure we provide every retiree with the financial security they deserve. He has been a strong advocate for the protection of safety net programs throughout his time in government service and continues to be a champion for seniors in Congress.By the Numbers 67 million Americans are covered by Medicare
12110	 This needs to change.  Working families who rent their homes shouldn’t be at such high risk to lose the roof over their heads. Many of these eviction laws are state and local, not federal, but they need to change
3704	" This bill would expand the federal background check system to cover all firearm sales, including those at gun shows, over the internet, or in classified ads, while also incentivizing states to provide more accurate and complete information to the national background check database. I cosponsored and voted for, and the House passed, the Enhanced Background Checks Act of 2021. This bill would close the ""Charleston loophole,"" a gap in federal law that lets gun sales proceed without a completed background check if three business days have passed"
7131	 He knows what it's like to put in a hard day's work and still not be able to make ends meet.Now Jason is working to build the clean energy economy to create good-paying jobs while mitigating some of the worst effects of climate change, expand access to entrepreneurial and small business resources in underserved areas, and build a talented workforce so everyone has the opportunity to get ahead and stay ahead.
1978	In 2012, then-Democratic Leader Nancy Pelosi appointed me Chairman of the House Gun Violence Prevention Task Force following the tragedy at Sandy Hook Elementary School. This group, consisting of 180 Members of Congress, is devoted to finding commonsense solutions to our nation's ongoing gun violence epidemic.Following my appointment as Chairman, I held a series of open town halls on some of the actions Congress could take to address gun violence
6928	The Constitution is the greatest governing document in history, and I support an originalist interpretation of the text. The Founders included the separation of powers and a system of checks and balances to protect against tyranny. Unfortunately, presidents and agency officials within the executive branch have continually overreached and enacted unconstitutional mandates not approved by Congress
4519	 He has authored key legislation, like the Renewable Energy Jobs Act, to create opportunities for local students and workers to enter our Southern California renewable energy industry. He has also been at the forefront of driving federal investments to the Salton Sea, where a massive supply of lithium holds the potential to transform our region into a global leader in clean energy production.Advocating for Environmental JusticeDr
14500	 It is imperative we ensure veterans’ benefits are keeping pace with the skyrocketing inflation plaguing our economy.These are just some of the many issues Congress is working on to ensure we keep the promises we made to the selfless men and women in uniform.For more information on what resources are available to veterans, please visit the Veterans section of my Constituent Services page
11629	 The Women’s Health Protection Act, which I was proud to help pass for a second time in July 2022, would enshrine access to safe abortion care and reproductive health care into federal law. I was also proud to vote for the Right to Contraception Act, which would place the right to access and use contraception into federal law. As long as I have a vote in Congress, I’ll fight to defend women’s bodily autonomy and the right for every American to access reproductive health care
11794	Congressman Mrvan serves on the House Appropriations Subcommittee on Commerce, Justice, and Science.  Through this Subcommittee, he will focus on providing adequate and appropriate funds, oversight, and direction for the International Trade Commission, which is responsible for defending our domestic manufacturing workforce from unfair trade practices, the Department of Commerce, which promotes economic development and job creation programs, and the Department of Justice, which invests in local first responder and law enforcement agencies.Congressman Mrvan also serves on the House Appropriations Subcommittee on Energy and Water Development
23129	" The evolution of hydropower has proven to be an affordable and reliable source of energy for rural and metropolitan communities across America allowing everyday citizens to heat their homes, operate their appliances, and access clean water. Yet rather than applauding this renewable source of clean energy, efforts to breach our dams persist. I have said it before, and I will say it again—Congress alone has the authority to breach the Lower Snake River Dams, and as long as I am your representative, I will fight to ensure our dams remain in place"
17326	"I also fought tooth and nail for federal funding for initiatives that will create more housing in communities that have been hit hard by the housing crisis. I’m proud that I secured $1 million for the Rumshock Veterans Foundation’s Veterans Village Project to build a community of ten homes for veterans in Port Jervis and $1 million for the Chester Agricultural Center to construct housing for its farmworkers. I’ll keep fighting to make housing more affordable in the Hudson Valley because no family should have to pick between putting food on the table, having a roof over their heads, or paying medical bills"
23908	As a retired U.S. Navy SEAL with multiple combat tours and a total of 26 years of military service, I know how critical it is for the United States to have a robust military and strong national defense strategy
10143	, Tamuning, Guam, 96913Amount: $1,993,772.40Justification:Guam Memorial Hospital Authority (GMHA), the only public acute care hospital in the U.S
12477	 Jared enlisted in the U.S. Marine Corps after the terrorist attacks on 9/11, leaving his studies at the University of Maine in Farmington to serve his country
8079	"org/. It is important to note that CFSIC may not cover all expenses necessary to fix a foundation, and is capped at providing $175,000 per home. For example, CFSIC may not cover repairs or removal of landscaping features, such as gardens or walkways"
15569	"My staff and I are working to address the disability benefits claims backlog and continue to meet with officials in the Department of Veterans Affairs and local Veterans Service Organizations to find solutions. I have a dedicated team ready to help veterans navigate the federal resources and benefits available to them. I take casework very seriously, so if you or a veteran you know is having an issue with their benefits, please reach out to my Reno office to see how we can assist"
11774	Throughout his career, Congressman Mrvan has worked to identify federal, state, local, private and nonprofit resources that allow Northwest Indiana residents to get a good-paying job, take care of their family, and succeed in a career that allows them to have a good quality of life. In the 119th Congress, he will continue to use his years of experience to work with all stakeholders to create more economic opportunities for everyone and help retain and attract investments to Indiana’s First Congressional District.Rep
8562	 By strengthening Medicaid, the bill makes more resources available for vulnerable populations and safety net providers, like rural hospitals. QUESTION: Does this bill cut SNAP benefits?ANSWER: No. It does not reduce funding for the Supplemental Nutrition Assistance Program (SNAP)
20734	The current Congress in Washington has failed to end wasteful spending. The national debt is $34,000,000,000,000. Inflation is up
10171	Congressman Jackson has been working to build an economy that prioritizes equitable growth and opportunity. He believes it is a duty to advance the economic interests and not the interests of billionaires. During his first term in office, he supported measures to fight inflation, raise the minimum wage, and support small businesses
7176	  Arapahoe County Veterans Affairs   Apply for VA Healthcare  Job Readiness & Employment Assistance   Home Loans  GI Bill Benefits  Help exiting homelessness    Fedshirevets.gov  Veterans’ Employment and Training Service  Rocky Mountain Regional VA Medical Center: Providing VA medical services including mental health care and Women's Veteran Program.   Medicare Savings Program   Lower Prescription Costs   mySocial Security Account   Contact your local office   Estimate Future Benefits   U
5295	 That is why I am working hard in Congress to provide critical financial support to small businesses, by opening the federal contracting system and increasing access to capital to help create new opportunities, grow existing businesses, and boost our economy.Increasing Support for New Entrepreneurs I am proud to partner with local agencies who support entrepreneurs in our community. Small Business Development Centers (SBDCs) are one of our nation's most invaluable resources for entrepreneurs learning how to plan, establish, and scale their small businesses
5040	 To address climate change, the world came together under the Paris Agreement in an effort to limit the increase in global temperatures to less than two degrees Celsius and avoid the most disastrous impacts of climate change. The United States joined the Paris Agreement on April 22, 2016, and the agreement went into force less than 6 months later. One of Donald Trump’s first actions upon returning to the White House in 2025 was to again withdraw the United States from the Paris Agreement, just as he did in 2017
16861	 I am proud to represent one of the most diverse districts in the country in Queens, New York. Every day, I witness the dedication, commitment, and work of our immigrant communities. As the daughter of first-generation immigrants, I understand firsthand the everyday struggles immigrants face as parents strive to provide a better life for themselves and their children
8132	 Since then, Rep. Courtney has successfully led House passage of the Workplace Violence Prevention for Health Care and Social Service Workers Act alongside a bipartisan group of lawmakers in the 116th and 117th Congresses. In the 117th Congress, the bill passed with 254 votes, including 37 Republicans
3385	"I cosponsored H.R. 4311, the Medicare Dental, Hearing, and Vision Benefit Act, to expand Medicare benefits to include items and services such as dentures, preventive and emergency dental care; refractive eye exams and eyeglasses; and hearing aids and exams, and to provide for appropriate payment to health providers through Medicare Part B"
12730	 In my first floor speech, I dedicated my time to speaking out against the attacks on federal workers – making it clear I would not stand for these appalling firings. Then, I introduced the first bipartisan anti-DOGE bill in Congress: the Protect Our Probationary Employees Act. The bill ensures that if and when employees are reinstated, they will not need to restart their probationary period for the same job they previously held and can continue to do the important work of the American people
21777	 We are committed to protecting and strengthening Medicare and Medicaid by cutting waste, fraud, and abuse so these programs serve those who truly need them—our seniors and the most vulnerable—not able-bodied adults or illegal immigrants. By embracing innovative solutions, we can expand transparency, improve access, and drive down costs for all Americans. We stand with President Trump and Secretary Kennedy in their mission to Make America Healthy Again
12599	Democracy for All Constitutional Amendment: Corporations aren’t people. This constitutional amendment would overturn the Citizens United decision, distinguishing between corporations and real people, and limiting corporate spending in elections. The amendment would also enact federal public campaign financing — just like we have in Maine
18562	 Our nation has crushing infrastructure needs, including our parks, trails, forests and waterways. We can address unemployment by putting people to work rebuilding our infrastructure.
20101	 We cannot rely on a patchwork of state-level rights that are consistently under threat. We need to protect reproductive rights at the federal level. And Congress must not only safeguard the federal right to abortion, but also repeal laws like the Hyde amendment which puts care out of reach for marginalized and low-income communities, and end the criminalization of abortion at the federal level
19548	Congresswoman Bynum is committed to pushing for policies to ensure that more Oregonians have access to quality healthcare. She believes that healthcare should be a right, not a privilege. She is working in Congress to protect essential programs like Medicare and Medicaid, advance efforts to lower the cost of prescription drugs, and restore and expand women’s access to reproductive care
21644	But Washington must do more to live within its means. I am committed to fighting for responsible spending cuts so that families never have to choose between keeping the lights on or putting food on the table.Some of my work includes:Introduced the Freedom to Compete Act, H
17427	FIGHTING TO END GUN VIOLENCEOur country has too many politicians who only send “thoughts and prayers” every time we lose another life to the gun violence epidemic. Enough. I’ve heard from countless kids and parents across the Hudson Valley who face the constant anxiety of whether they will be safe each day at school
15011	 Congressman Thompson is and has been a consistent supporter of our armed fighting forces and veterans, making sure that these 22.6 million heroes get the services they deserve. Congressman Thompson is committed to ensuring that Veterans are provided the very best services
23458	 The Byrne JAG program provides support for many parts of the criminal justice system, including community-based criminal justice initiatives, crime prevention education, hiring patrol officers, and programs such as veterans treatment courts. Byrne JAG also supports anti-human trafficking training for local departments to identify and rescue victims through coordination with federal law enforcement and victims service providers. The COPS Office and its corresponding programs provide invaluable resources and technical assistance to state and local law enforcement agencies
16241	"The bill would legalize sports betting in New Jersey and introduce a new source of revenue, potentially amounting in billions for New Jersey in revenues. A state-wide ballot measure to amend New Jersey's state constitution to allow sports gaming was overwhelmingly supported by New Jersey citizens by a 2-1 margin."
12463	 These operations provide more than half the jobs in our state, so he knows just how important they are to Mainers – particularly those in rural areas. From lobster boats to dairy farms to the remaining shops that line our local Main Streets, Maine has a proud legacy of independent, family-owned businesses that we must fight to preserve. When Jared arrived in Congress he sought out a position on the House Small Business Committee, where he has been able to work directly on the issues that affect Maine small businesses
22691	 With higher education still out of reach for too many Americans, Committee Democrats are working to lift the burden of student loan debt, and are focused on solutions that help all students complete their degree or credential on time. Congressman Scott was the lead sponsor of the Aim Higher Act, a bill which ensures every student has a path to a debt-free degree or credential that leads to a rewarding career. SCHOOL SAFETYIn the wake of the tragic Newtown and Parkland mass shootings, Congressman Scott welcomes the national discussion about how to keep our schools and children safe
17319	 In January of 2023, I took to the floor of the House of Representatives to call on Central Hudson’s CEO to resign, which he did only days later. I didn’t stop there - I organized one-on-one meetings for ratepayers to get direct assistance from company representatives in a workshop series, repeatedly called for Central Hudson’s rate increase to be rejected, and held press conferences to continue to hold the company’s feet to the fire and demand that they make whole all of the Hudson Valley families who they wronged. I’m proud that this year, these efforts resulted in a $60 million settlement that includes direct relief for ratepayers
17542	 Thank you!!”-James, Brighton“The Hudson River Sloop Clearwater, an historic Hudson Valley service organization, experienced an unexpected automated action from the IRS that if not resolved quickly could have had very negative consequences. I immediately contacted Congressman Ryan's office for advice and support. The Congressman's staff promptly responded to our request for assistance, contacted the IRS Tax Advocate Services on our behalf, and advocated for our need to expedite review and resolution with professional skill
12699	 As the daughter of civil servants, the Congresswoman personally understands the vital role that our public servants play in our economy and government. Maryland’s Third District alone is home to 44,000 federal employees. Congresswoman Elfreth will always support the economic well-being and bargaining rights of our federal workers so they can do their jobs free from politicization and political manipulation
6927	 The Founding Fathers understood this, which is why they were careful to create a limited government that left the majority of the power to the states and to the people through the Tenth Amendment.The Constitution is the greatest governing document in history, and I support an originalist interpretation of the text. The Founders included the separation of powers and a system of checks and balances to protect against tyranny
21431	" Citizenship Act – saying it is ""dead on arrival"" and a ""sop to the radical left""Called the Biden Admin and Democrats out in a press conference for not giving ""a whit"" about immigrants but just wanting ""political benefits for the Democratic party.""For more information concerning work and views related to Congress, please contact our office."
18926	 The Inflation Reduction Act (IRA) builds on the Bipartisan Infrastructure Law by advancing President Biden’s Justice40 Initiative, which commits to delivering 40% of the benefits of clean energy, climate change, and related federal investments to communities underserved with infrastructure and overburdened by pollution. Every American has the right to live in clean and environmentally safe communities. While the BIL included crucial steps toward addressing environmental injustices, there is still much work to be done
7960	"U.S. Department of Agriculture I have also received notification that the U"
5660	 I am leading the Border Water Quality Restoration and Protection Act. This bill would help address pollution by designating the Environmental Protection Agency (EPA) as the lead agency. Under the bill, the EPA would be required to coordinate all federal, state, and local agencies to plan and construct infrastructure projects to combat pollution along the border, streamlining decision-making and strategic planning between agencies
19467	The climate crisis is an existential threat. Oregonians know all too well how climate-fueled disasters—from deadly wildfires to extreme freezes—can wreak havoc on our communities. As a lung and critical care doctor, Congresswoman Maxine Dexter has seen firsthand how climate change and poor air quality impact our health and well-being
7499	  Defeating the Alternative Engine remains one of Congressman Larson’s most significant accomplishments because of what it means for our state and our skilled manufacturing workforce. Pratt & Whitney, based in East Hartford and Middletown, is now the only engine supplier for the Joint Strike Fighter program. This means that Connecticut’s highly-skilled, highly trained machinist and engineer workforce will continue to work on the military’s most advanced programs for decades to come
12388	 I also worked across the aisle to bring USDA’s Economic Research Service (ERS) and National Institute of Food and Agriculture (NIFA) offices to the Kansas City Metro region, bringing an estimated 700 good-paying federal jobs to our area. Sustainable food systems: A healthy food system needs to work for producers, consumers, and the environment—it’s a matter of economic strength and national security. Investing in local food production, conservation, nutrition programs, and our state’s strong legacy of ag research helps ensure Kansas’ agriculture industry can succeed for generations to come
16392	5 million for Los Alamos and $2.26 million for Sandia National Laboratories under the National Nuclear Security AdministrationUrged the Secretary of the Air Force to protect nearly 7K jobs at Holloman Air Force. Demanded answers on ways to support the workforce in NM to grow the Defense Industrial Base during a committee hearing
16651	" 6264 – Protect Our Law enforcement with Immigration Control and Enforcement (POLICE) Act of 2021 H.R. 6375 – COPS on the Beat Grant Program Reauthorization and Parity Act of 2022 H"
18112	 I worked to make sure we provided the highest funding level in history for the VA while also strengthening oversight and holding bureaucrats responsible. We passed critical measures to address the tragedy of veteran suicide and improve mental health services. I secured provisions to expand access to VA health benefits for veterans exposed to toxic burn pits
8176	American College of Emergency Physicians: “Nearly every emergency physician has been assaulted or threatened on the job and the problem is only getting worse. Health care workers should be able to focus on saving lives without fearing for their safety. ACEP is deeply grateful to Rep
11793	 Mrvan looks forward to advancing policies that clearly define our nation’s values and priorities through the federal funding process.Congressman Mrvan serves on the House Appropriations Subcommittee on Commerce, Justice, and Science.  Through this Subcommittee, he will focus on providing adequate and appropriate funds, oversight, and direction for the International Trade Commission, which is responsible for defending our domestic manufacturing workforce from unfair trade practices, the Department of Commerce, which promotes economic development and job creation programs, and the Department of Justice, which invests in local first responder and law enforcement agencies
7531	 Tax Relief Beginning in 2016, Reps. Larson and Courtney began consulting with the Internal Revenue Service (IRS) and Treasury Department staff to find relief for homeowners. As a result of these meetings, on November 22, 2017, the IRS issued Rev
15500	 I have also joined Montana’s Congressional delegation in signing letters to the Trump Administration to urge reversals of disastrous Biden-era policies like the EPA’s MATS rule which would provide regulatory relief for Colstrip.Energy dominance is essential for U.S
15472	As a former Montana Land Board Commissioner, I was proud to help manage and conserve our state lands, including playing a key role in the creation of the Big Snowy Mountains Wildlife Management Area. I am a member of the Public Lands Caucus and have cosponsored Congressman Zinke’s Public Lands in Public Hands Act. This legislation will help prevent the sale or transfer of land without an act of Congress and proper studies being done
4093	 2085, the Consumer Health Options and Insurance Competition Enhancement (CHOICE) Act; andH.R. 1346, the Medicare Buy-In and Health Care Stabilization Act
5074	" It would simply require that millionaires and billionaires pay the same Social Security taxes as everyone else. Fighting for Health Care Congressman Sherman voted against the Republican cuts to the federal health insurance program in the “One Big Ugly Bill” recently signed by President Trump. The recently passed changes will force an estimated 17 million Americans to lose their health care coverage and targets Medicaid funding by creating a web of new limits on state funding and increasing patients’ out-of-pocket spending"
12464	 From lobster boats to dairy farms to the remaining shops that line our local Main Streets, Maine has a proud legacy of independent, family-owned businesses that we must fight to preserve. When Jared arrived in Congress he sought out a position on the House Small Business Committee, where he has been able to work directly on the issues that affect Maine small businesses. Jared has led the committee’s work to improve infrastructure for small businesses across the country and help them compete for federal contracts as the former chairman of the Subcommittee on Contracting and Infrastructure, and as the former chairman of the Subcommittee on Underserved, Agricultural, and Rural Development
4795	 The POWER Act would change that. My bill allows worker protection agencies to require the Department of Homeland Security to provide immigrants with temporary lawful status and an employment authorization if they have filed a workplace claim against an unscrupulous employer.Border PolicyOur border policies are in desperate need of reform to ensure that our immigration system is working in the most effective and humane way possible
18080	I've led the charge to advance national concealed carry reciprocity. I introduced the Concealed Carry Reciprocity Act (H.R
11700	For so many, transportation means opportunity – to jobs, to education, to seeing family. A strong public transit network is essential for any thriving community and is a necessity for countless working families in Illinois. I’m working with local partners to provide and strengthen public transit networks to expand these opportunities to everyone in our District
4547	 His bill to strengthen this key program, the Teaching Health Centers Graduate Medical Education Extension Act, became law on December 27, 2020, as part of the Consolidated Appropriations Act 2021. Additionally, Dr. Ruiz secured $300 million for the teaching health center program in the American Rescue Plan, which included his bill, the Expanding Teaching Health Centers Act
6877	 I cosponsored the Telehealth Expansion Act, legislation that would make a waiver permanent to allow for increased coverage and expansion of telehealth.I introduced H.R
23451	" While the vast majority of law enforcement officers in our country operate with the highest degree of professionalism and without bias, the specter of racial profiling has greatly impacted relationships with some communities of color. It is critical that we address the underlying issues that have created such divides. It is for that reason that I have cosponsored legislation that would establish pilot grant programs through the Department of Justice (DOJ) using existing funding to assist state, local, and tribal law enforcement agencies with the costs of purchasing or leasing Body Worn Cameras (BWCs)"
10541	 I introduced important legislation to provide local law enforcement with support to purchase gunfire detection technology. I am committed to using technology as a positive instrument in our society and workforce while protecting important civil liberties.
16526	"R. 4515 – Small Business Development Center Cyber Training Act of 2021 H.R"
5981	" There is also a multitude of birds, insects, reptiles, and amphibians, making Browns Canyon a hotspot of biodiversity. Browns Canyon (Photo Credit: Bob Wick)Bull Gulch – 19,839 acres The landscape of Bull Gulch demonstrates the Colorado River's beautiful transition from alpine forests to desert canyons. While the Colorado River never crosses into the area, it provides the defining boundary"
15105	 I will always be committed to keeping taxes low for hardworking families and getting government out of the way so that Americans can do what they do best: work hard and innovate in pursuit of their dreams.With the Republican Tax Cuts and Jobs Act being signed into law, we are finally delivering bigger paychecks, fairer taxes, and more jobs for the people of Missouri. It has set the stage for our families and our economy to prosper, and businesses across the country have reacted with pay raises and improved employee benefits that directly enrich American workers
18733	"STEMMING JOBS LOSSES AND BALANCING OUR TRADE DEFICI We cannot sit by idly while American jobs are being shipped overseas, our manufacturing base is being eroded, our wages decline, and our economy is threatened by unfair trade agreements and ballooning trade deficits. Congress needs to take dramatic action to stop the downward economic spiral. Two pieces of legislation by Congresswoman Kaptur address this issue directly: The NAFTA Accountability Act (H"
6653	 I support providing our armed forces with the resources they need to accomplish their missions and defend the Constitution.Under the previous administration, we rebuilt our military, crushed terrorist organizations, and stood up to our adversaries by ensuring American dominance in the sea, air, land, and even space by establishing the U.S
3516	"Long wait times and scheduling problems at VA Medical Centers are deeply concerning, and I am working to ensure veterans are receiving timely access to quality care. After learning of long wait times at VA Medical Centers, I wrote a letter to the VA Secretary requesting a system-wide audit of scheduling practices and wait times. I've also visited the VA facility in Livermore and have been assured by the director and her staff that while long wait times and access issues are occurring at VA centers across the country, this is not the case in the Bay Area"
9342	Community Health CentersAdditionally, Congressman Bilirakis's Community CARE Act which reauthorized community health centers nationally for two years was included as part of the CHAMPIONING HEALTHY KIDS Act and signed into law. The Reauthorizing and Extending America's Community Health (or REACH) Act was also signed into law.  It  included a 4-year reauthorization of Community Health Centers - the longest in program history
17915	North Carolina’s First Congressional District is home to eight times more veterans per capita than the nation. As a House Committee on Armed Services member, he will boldly advocate on behalf of our active service members because he understands the sacred obligation to care for those who serve and have served our country.For more information concerning work and views related to our servicemembers, veterans, and military families issues, please contact our office
21714	R. 8 and H.R
4150	 Rather than failing to meet the needs of important sectors of our economy such as agriculture, we can help these industries legally employ their workforce.By securing our borders and ensuring our laws are enforced, we can also regularize the status of those who currently live in the shadows to promote family unification and shared values like hard work and playing by the rules.Zoe is recognized as a long-time champion of reform
19256	 In order to safeguard our nation and our way of life, we must continuously strengthen our military and provide the very best for our troops. It is equally important that we continue providing for our nation's veterans when they return home from military service. During my time in Congress, I will focus on ensuring that those who have defended our nation have access to high-quality health care, education, and family support
13590	Since the passage of the USMCA Trade Agreement, I have joined my colleagues in making sure other countries are honoring their agreements. I have called for the implementation of USMCA enforcement measures to support our dairy industry, and worked with colleagues on both sides of the aisle to voice our unwavering support for free trade and Michigan farmers.Expand Rural BroadbandRural broadband development is one of my top priorities as a member of Congress
23847	"A strong economy is essential for a successful nation. In recent years, we have seen skyrocketing inflation rates, record-breaking gas prices, increased tax rates, and an unstable supply chain, all of which have made it more difficult for folks to provide for their families. The broken budget process in Washington has made it incredibly difficult to identify areas of wasteful and duplicative spending"
20781	Our region and our state depend on the conservation of nature to grow and prosper. I’m committed to keeping oil rigs off our coast permanently to ensure South Carolina will never experience the crippling devastation others have and that we do all we can to protect our environment and wildlife.For more information concerning work and views related to Offshore Drilling, please contact our office
16468	"954 - Chinese Research Funds Accounting Act H.R. 5760 – China Watcher Act H"
12187	 We must protect the unborn and stand up for the sanctity of life. Taxpayer dollars should not fund abortion providers or abortions. This funding should be used to support family planning options and essential women's healthcare services
5154	 As we continue working to pass comprehensive legislation, I have worked with my colleagues to pass smaller bills that would provide immediate relief to students. In 2017, I introduced theAll-Year Access Act with Rep. Lucille Roybal-Allard (D-CA) to restore the year-round Pell Grant eligibility which was eliminated in 2011
6043	 Geologically, McIntyre Hills features continuous area of canyons and rolling hills.McKenna Peak – 21,220 acres The McKenna Peak Proposed Wilderness area is a distinctive and stunning feature of Colorado's landscape. The vista boasts a photo-worthy sandstone peak that rises an impressive 2,000 feet directly above the plains
3602	" 1, including 1) clarifying that operating fake polling places or drop boxes to prevent another person from registering to vote is a serious federal crime; 2) putting Congress on record opposing efforts to intimidate or engage in deceptive practices to dissuade students from exercising their right to vote; and 3) requiring schools to make voting information more accessible to students online and through social media. I'm an original cosponsor of, voted for, and the House passed, H.R"
1438	 Crops, livestock, timber, and fisheries produce a varied agricultural landscape and culture in the district. Furthermore, these industries contribute to the State of Alabama's $77 billion output impact.I am honored to serve on the House Appropriations Subcommitee on Agriculture, where I can do my part to help ensure that farming continues to feed Alabama, America and world
23094	 5, the Parents Bill of Rights Act, which would put practices in place to facilitate meaningful dialog between a family and their child's school and lead to more parental input throughout the learning process. I also supported H.R
2284	" The Congresswoman will continue to fight to ensure that our veterans have access to the highest quality healthcare. Congresswoman Matsui believes that providing mental health support to our nation’s veterans is of the utmost importance. To this end, she voted to pass the Clay Hunt Suicide Prevention for American Veterans (Clay Hunt SAV) Act, H"
4905	That is why I was so excited to vote in favor of the Infrastructure Investment and Jobs Act, also known as the Bipartisan Infrastructure Law. This legislation will ultimately invest $1.2 trillion to rebuild roads, bridges, and public transit, expand access to clean drinking water, advance environmental justice, and invest in historically under-resourced communities
5975	 The biodiversity of the area ranges from junipers at lower levels to Douglas fir, aspen, and ponderosa at higher elevations. The creek runs year-round and provides recreation opportunities to residents of nearby Colorado Springs and surrounding communities. A characteristic feature is the two canyons of the East and West Beaver Creeks, which come together at the edge of the area
1516	 It’s time to put money back in the pockets of American families and workers and right-size wasteful government spending.  Responsible stewardship of public funds is crucial to maintaining America’s financial stability and ensuring a prosperous future for our children.
13914	As we are updating and modernizing our grid, we need to make sure that it is also as secure and resilient as possible. Our nation's electric infrastructure faces myriad threats every day both physical and cyber. Whether it's power outages in Texas and California due to weather events, or foreign adversaries hacking into our pipelines or grid – it is critical that we better equip our federal agencies to prevent and respond to attacks in a way that fully protects the public
5946	 House of Representatives.A historic moment… The House has voted to approve Rep. DeGette's Colorado Wilderness Act five times in the past three years, first in February 2020 as part of DeGette’s Protecting America’s Wilderness and Public Lands Act and most recently as part of the National Defense Authorization Act, which the House approved in July 2022
14575	In Crisis? An opioid overdose requires immediate medical attention. Please call 911 immediately if you or someone you know is in immediate danger.  If you are someone you know is experiencing a suicidal, substance use and/or mental health crisis, or any other kind of emotional distress, help is available 24/7 at the 988 Suicide & Crisis Lifeline
21279	 He will continue to advocate for strong, stable funding for the NEA and other federal programs that sustain jobs and creative expression in Memphis and beyond.Arts in EducationThe arts are not an “add-on” to core education, they are a cornerstone of a complete education. Congressman Cohen has long championed efforts to expand access to arts education in public schools and ensure that creative learning receives the same level of support as science, technology, engineering, and math
3815	  In the 1940s, America had a universal childcare policy. Since then, the cost of childcare has skyrocketed, and families are paying tens of thousands per year. As a co-founder of the Congressional Bipartisan Affordable Childcare Caucus, I am leading the effort to provide families with $10 per day childcare while guaranteeing that childcare workers receive family-supporting wages
11270	gov 💻 Online: krishnamoorthi.house.gov/contact/emailAdditional InformationBelow, you’ll find answers to some of the most frequently asked questions about the shutdown
4234	 One such area of cutting edge U.S. scientific research is the National Ignition Facility's (NIF) fusion experiments at the Lawrence Livermore National Laboratory
1474	I am proud to serve as a member of the Committee on Homeland Security, including as Chairman of the Emergency Management and Technology Subcommittee. Protecting our homeland requires constant vigilance across many fronts – from securing our borders and preventing illegal crossings, to addressing emerging threats posed by drones, cyberattacks, and bioterrorism.  Our nation faces complex and evolving challenges, including drug and human trafficking, threats to mass gatherings and critical infrastructure, and risks to our agricultural and food systems
